Heading,Publisher,Date,Body
Women alcoholics to get help from Down Under,TNN,"Dec 18, 2012, 23:24 IST"," SURAT: To help women alcoholics combat the stigma attached to their addiction, a 91-member all women team of Alcoholics Anonymous comprising members from Australia and New Zealand will be visiting Indian cities, including Surat, next month. ""During our discussions in world forum when we talked of social stigma attached to women alcoholics in India and how they hesitate to seek assistance, our Australian counter part suggested that they visit our country and try and talk to these women to join our programmes,"" chairman of Alcoholics Anonymous (India) Lucky Dalar Singh said.  In India, 1,200 groups affiliated to the organization having more than 30,000 members are trying to give up alcohol. But the number of women members is a dismal 30.  ""These women visitors come from all walks of life are successful in different professions and would be spending from their own pockets for the visit,"" Singh said. The team members will also be visiting Kolkata, Chennai, Bangalore and Mumbai. The primary objective of this visit is to help alcoholic women to come out of their shell and seek help besides starting de-addiction groups in India.  During the visit, the team members will hold meetings and interactions with social workers, doctors and functionaries at hospitals, rehabilitation centers, educational institutions and industries where women are employed. There will be special meetings where men and women who need help can come with their family members and seek advice.  ""The solution to this problem is to create awareness in the society and to motivate all the addicts to come out and seek help,"" Umesh Desai of Surat unit of Alcoholics Anonymous said."
"Liquid diet, little sense",TNN,"Updated: Mar 23, 2012, 05:40 IST"," While the law-enforcing agencies claim that alcohol translates into law and order problem, they say that there is nothing much they can do about it.  “It is true that alcohol leads to a majority of the crimes taking place in the city as criminals tend to get brave under its influence and don’t care about the consequences of their actions. However, there is nothing much we can do. There needs to be mass social awareness and the society as a whole should do its bit so that incidents induced by liquor are avoided. Taking away liquor vends will not solve the issue at hand,” said DCP (west) Abhay Singh Rao.  “A lot of the department’s manpower is wasted in controlling pub violence and there is a strain on the police force,” Rao added. Psychiatrists, on the other hand, see danger at the way inhibition is being lost due to alcohol.  “What used to be social drinking has now taken the proportion of harmful drinking, disturbing the equilibrium of the person. We are increasingly seeing the lack of impulse control among people because liquor is made easily accessible and is affordable as well. Alcohol is indeed a propellant in cases of crime and violence against women is common in places where pubs are open till late in the night. There is no sense of guilt and no fear of consequences. The police need to be strict and the law has to be stringent to curb these violent incidents,’ said Jitendra Nagpal, psychiatrist, Vimhans Hospital.  However, there seems to be a ray of hope for the city. Alcoholics Anonymous (AA) is seeing a growth in the number of alcohol addicts in its meetings in Gurgaon.  “Till about four years ago, we did not have meetings in Gurgaon and I had to travel all the way to Delhi to attend these meetings. However, now we have seven meetings in a week and we have over 50 residents in attendance. We also have women and a few youngsters,” said Dinesh B, in-charge of Alcoholics Anonymous, Gurgaon chapter.  However, Dinesh does not feel that easy availability of liquor is the reason why people drink.  “I believe that liquor vends should be removed. Prohibition has always backfired. We saw that in Haryana when former CM Bansi Lal banned these vends in the state,” he added.  "
MP second in drunk driving accidents,TNN,"May 9, 2013, 04:48 IST"," BHOPAL: Thinking of hitting the road for a night out after heavy boozing at your friend's place? Think again. Recent figures presented in the Parliament reveal that the state witnessed 11 accidents every day caused by drivers under the influence of liquor. Social activists attribute negligence in this regard to lack of political will and lack of resources with the traffic police to curb the menace of drunk driving. Madhya Pradesh is only second after Uttar Pradesh where around 13 persons met with accidents daily. While the total number of road accidents in the country is 24,655, the total number of fatalities is 10,553 in the country. These details were furnished by Sarvey Sathyanarayana, minister of state for road transport and highways in response to a question in the Lok Sabha recently Traffic expert Praful Joshi and owner of NGO 'save life cycle' told TOI, ""The state has also registered maximum number of drunk driving deaths as far as two-wheelers are concerned. Since it is centrally located and seven national highways (NHs) pass through it, the concentration of traffic movement is also very high. Besides, lack of check points has made drivers lax. They have no fear of the law unlike Delhi where even the metro follows a system to check whether the person is inebriated or not."" According to Vineet, a member of Alcoholics Anonymous (AA) Bhopal unit, ""The number of alcoholics in the mid and late 20s age bracket has gone up drastically in the last 5 years. After intake of drugs like weed or grass coupled with alcohol, the reaction time significantly slows down. However, due to lack of breath analyzers, people tend to flout rules openly. Like in the European countries, licenses should be revoked for habitual offenders. This would check accidents to some extent."" Activist Rolly Shivhare who is also the state coordinator of National Election Watch (NEW), says lack of political will was one of the major reasons why wine shops continue to operate unabated along the national highways, despite instructions by the Union government for removal of existing liquor shops along national highways and non-issuance of fresh licenses to liquor vendors running their shops along the highways. According to the figures presented in the Parliament, in 2011, Madhya Pradesh witnessed 4028 accidents caused by people driving under the influence of drugs or liquor. This is a marginal drop from the last two years' figures where the numbers were 4082 in 2010 and 4480 in 2009."
Alcoholics to meet on Sunday,TNN,"Updated: Dec 18, 2011, 07:24 IST","AHMEDABAD: Is somebody in your family has taken to alcohol and it’s giving you sleepless nights? Do you feel bouts of anxiety over what would happen to the victim of alcoholism and your family? You probably need help. Alcoholics Anonymous’ (Al-Anon ) Family Group working with families of the alcohol victims is conducting its meeting on Sunday morning at St Xavier’s School.  “It is a misconception that only the alcoholics suffer due to the addiction. We see alcoholism as problem of the entire family and we have seen cases where the family members go through a lot of trauma. We don’t provide instant cure to either alcoholism or anxiety but we work on the problem and show the way,” said an Al-Anon member.  The event is expected to see more than 150 participants from all over Gujarat. “The 2.5 hour event starting from 10 am will explore the problem of alcoholism and its impact on the family. There is no fee nor there is compulsion to give identities. We at the moment work with around 50 people in Ahmedabad and 300 in Gujarat,” said a member. "
How my uncle changed my life,TNN,"Updated: Dec 18, 2011, 07:24 IST",
Angry aircrew say Indian passengers a nightmare,TNN,"Updated: Dec 18, 2011, 07:24 IST",
Dry state’s alcoholics seek to rebuild life,TNN,"Updated: Dec 16, 2011, 04:30 IST"," AHMEDABAD: Sadhna, 46, is a working professional. While everything seems normal on the surface, she is not happy. She gets agitated easily and often become reclusive. The reason is her husband who is an alcoholic. He would occasionally beat her and abuse her when inebriated.  “It was a trauma that I had to live with everyday. I was agitated not just because my husband was an alcoholic. Agitation came from the fact that I could not do anything to prevent him from leading such a life,” Sadhna narrates.  Sadhna and many other in the ‘dry’ state are battling with the problem of alcoholism. Alcoholics Anonymous (Al-Anon) Family Groups is a group that helps family members to identify the ‘disease’ of alcoholism and helps them to cope with it. The group will be holding its regional meet in Ahmedabad on Sunday.  Diana, coordinator and an active member of the group, told TOI that alcoholism is a family issue.  “It not only affects the person but also his or her family members. For the family, the first reaction is despair. We tell them about the 3Cs — you did not cause it, you cannot control it and you cannot cure it. Most of the times, they accompany their family members to AA or Al-Anon for rehabilitation. But we insist that our goal is achieved if we can bring a change in the family members’ lives,” she says.  “The state has more than 300 members. Most of them are expected to attend the meet where they can share their experiences and also seek guidance from our experts. We don’t cure the problems, we show a way how it can be cured,” says Madhavi, an Al-Anon member. She adds that a separate group for the children of people suffering with alcoholism is on cards for the state.  (All names in the story have been changed to protect their identity)"
Making alcohol hard to swallow,TNN,"Sep 25, 2011, 04:05 IST"," PANAJI: The specter of alcoholism in Goa, in recent years, has overshadowed the state's development. Its presence among the young is particularly disturbing. Those in the know, insisting on anonymity, say that for every 100 cases admitted to hospitals, approximately 20 are directly related to alcohol abuse. Of these, 15% die on admission itself. They attribute this to changing lifestyles across all strata of society, easy accessibility to liquor (a peg is available in a sachet), an increasing number of casinos, pubs and taverns, more disposable income among the young, peer pressure and stressful lives. While old-timers often contend that alcohol has always been a part of Goa's social culture, with feni revered for its curative power, the concept of social drinking today is misconstrued and misinterpreted. People are often unaware that alcohol can lead to addiction. ""Alcoholism has always been prevalent in Goa, but in recent years, particularly in the past five years, thanks to persistent awareness by Alcoholics Anonymous (AA) and the media, this problem has come to the fore,"" says Dr Ajoy Estibeiro, psychiatrist, with special interest in alcohol and drug de-addiction. He clarifies that having a drink is different from drinking. ""Not everyone who drinks is an alcoholic, but those who have a vulnerability to drink and the compulsive need to indulge do have a problem."" He stresses that alcoholism in Goa is affecting some as young as in their twenties. This is often because to the young, substances like alcohol, tobacco, drugs are symbols of liberation. To the revenue earner too, alcohol is an easy earning avenue. ""There is too much dependence on alcohol for generation of revenue and hence there is active promotion of alcohol in Goa,"" claims activist Sabina Martins. Increased promotion means increased consumption and such copious consumption can lead to alcoholism, she holds. High school teacher S Dhond agrees, ""Young people particularly are easy targets and victims. There are no concrete steps being taken by the government to handle misuse (in advertisements/media). Clubs, casinos, tobacco and alcohol companies are huge revenue generators for the state by way of taxes which is why very little is being done to dissuade them."" Despite the awareness that alcoholism as a disease exists, the readiness to seek treatment is dismal, often due to social stigma or denial. ""It is significant that a very insignificant number of people seek help for alcohol-related problems,"" says Estibeiro. ""In my experience, voluntary medical assistance is sought by an average of two persons per month, but there are a large number who are brought by friends or relatives. Alcoholism is a disease, like any other, which must to be treated."" He adds that the disease is also governed by genetic principles. ""Children of alcoholics are pre-disposed and more vulnerable than the rest, but they do not necessarily become alcoholics."" Alcohol abuse can also be a symptom of another illness for example, bipolar, depression and so on, which needs to be identified and treated. He advises: Awareness is the key and cultivating individual responsibility is equally important. Colleges and work places need to consistently create awareness and sensitize people towards the ill-effects of alcoholism, particularly with the aid of movies, lectures and literature. While AA members second this, they also request more assistance and support from the medical fraternity in terms of understanding and being sensitized to alcohol abuse and its symptoms. This, they say, would help them to assess and identify medical problems directly related to the disease and also understand the physical and mental impact on families. Martins emphasizes the need for mass-education to recognize the early symptoms of addiction and the need to take timely corrective action. There's a clarion call for the government and all stakeholders to come up with a comprehensive alcohol intervention policy too. ""The government needs to have a better economic policy in place,"" says Martins, ""So that revenue is not generated through such substances or vices."" Citizens concerned and experts alike opine that there should be more restrictions to licensing liquor as well as limiting sale of liquor to specific hours of the day. This could prevent people from drinking during working hours and thwart social drinkers from developing an abusive pattern, they hold. The age-limit too needs to be strongly enforced and drunk driving severely punished. Ultimately, as Estibeiro points out, our best defense towards alcoholism lies in awareness and individual responsibility."
Let's use part of booze revenue to educate people against alcohol abuse: International Spirits and Wines Association of India chief,"Updated: Sep 30, 2016, 23:36 IST","Updated: Sep 30, 2016, 23:36 IST"," A day before the Patna high court on Friday quashed the Bihar government's prohibition law on a petition filed by the International Spirits and Wines Association of India, among others, association chairman Amrit Kiran Singh pitched for curbing irresponsible liquor consumption by educating people instead of using punitive measures against them. ""Our association can support the Bihar government for, say, running de-addiction and counselling centres,"" he told TOI. Excerpts:  The ISWAI (International Spirits and Wines Association of India) talks about curbing liquor consumption instead of banning it. Can you explain?  Even when the Bihar government was contemplating prohibition, we had a meeting with government authorities to whom we conveyed that the state should start with a drive for curbing irresponsible consumption. It should educate people about its ill-effects and about the dangers of drunken driving. We are against ban also because it spawns smuggling and related crime. It also causes to the government loss of revenue which is otherwise used for welfare measures like, say, the scheme for free bicycles and uniform to schoolchildren. We at ISWAI are ready to partner with the state in its efforts to save people from alcohol abuse.  What kind of help your association can provide?  We can help the state government run de-addiction and counselling centres even in remote villages. We can help it run awareness drive to make people aware of the harmful effects of alcohol abuse. We can help it launch a drive against driving after consuming alcohol as is generally practised in Western countries. We are ready to spend up to 10% of earnings from alcohol on funding such awareness initiatives as we are doing in Karnataka and Maharashtra.  Will the ISWAI funds be sufficient to run massive awareness programmes in a big state like Bihar?  In Karnataka, the state government also contributes a part of its excise revenue for the purpose. It has allocated Rs 10 crore for the current fiscal. Bihar can follow the suit and add to the funds and initiatives of ISWAI. "
State award for Nagpur's Maitri de-addiction centre,TNN,"Updated: Oct 5, 2012, 04:59 IST"," NAGPUR: We all know of birth, marriage and even death anniversaries. But Ram Khanjurkar celebrates his 'rebirth anniversary' along with other important days every year. This is the day he could give up alcohol six years ago. All members from, Maitri deaddiction centre where he works, have dates to mark their 'rebirth anniversaries' too. City-based NGO Maitri Trust, that runs a de-addiction centre where recovered addicts help inmates of the centre to give up addiction, was awarded by the state government for their efforts during the ongoing Vyasanmukti Sahitya Sammelan at Pune. They were among the 19 NGOs and 30 individuals from the state awarded the Rashtrapita Mahatma Gandhi Rajyastariya Vyasanmukti Sewa Puraskar on Wednesday by the social justice ministry of the state. ""I have been everywhere, from mental hospital to central jail, because of my addiction. What I did not know was that leaving behind the habit would win me gratitude and praises of not just others I help do the same but of ministers too,"" said Tushar Natu, who has been working with the centre since its inception. He was in a de-addiction centre at Pune along with Ravi Padhye who conceptualized the idea of Maitri. When his addiction relapsed and he tried going back to the centre and found no spare room, he came to Nagpur at Padhye's request. Together they started a residential facility with only three inmates. Today, one can find up to 90 patients here at any time. ""We had checked our registers when we completed ten years and found our success rate was 40%. This is big if we consider the small number of people who can give up addictions,"" he said. ""We all understand that any disease can be treated with proper medical care. Addiction has been defined as an illness by World Health Organization (WHO) and the person suffering from it needs help too. We only try to provide this care and support,"" said Padhye. He was also one of the few people invited to speak during the fair and spoke on 'Addiction, a social blemish'. Psychiatrist Dr Shailesh Pangaonkar, who has been providing his services at the centre from the very beginning, said, ""the centre tries to follow all the norms set by WHO as well as those of Alcoholics Anonymous (AA). The high success rate can also be because care is taken to ensure psychiatric, medical, family and societal support for inmates. No wonder so many have recovered and are contributing to the society."""
Gutka addicts make beeline to quit,TNN,"Updated: Sep 16, 2012, 05:47 IST"," VADODARA: The gutka ban imposed recently is having a fallout of a different kind in the city. Those addicted to the tobacco product are now making a beeline for help to quit it. While a large majority of persons have either stocked gutka or switched over to other tobacco products to take care of their craving, there are several who seem to have decided to let go of the habit. Psychiatrists and deaddiction centres see several persons come at their doorsteps seeking help to let go of the habit. Such has been the demand for help that a deaddiction centre is planning to hold free workshops that will eventually try to have a self-help group of those who have quit and are willing to do so. ""This will work much like Alcoholics Anonymous. We will create awareness and help the group that approaches us at the workshop. We are also starting a helpline for such persons,"" said Dr Yogesh Patel, who has taken up the initiative. Patel said the centre will also reach out to corporates and industries and hold similar events at their premises too if they feel the need. ""Against one or two cases a day, we are now getting around 10. Also there are a similar number of inquiries by spouses or family members of those who are addicted to it,"" Patel said. Another city-based psychiatrist Dr Ismael Pala said, ""A number of persons approach me everyday to quit gutka. It seems that the difficulty that they might face in obtaining the product has led to the situation,"" he said. But Pala pointed out that there were some other cases that he came across where people had stocked gutka in large quantity. ""These two persons had stocked cartons of gutka. They said that had stocks for months together,"" he added. Superintendent of Hospital for Mental Health Dr Rakesh Shah said those who were willing to quit may have felt more motivated to do so in the wake of the ban. ""Those who consume gutka in large quantity may face temporary problems like feeling agitated and may need some help. Those who eat it in smaller quantity can quit very easily,"" he said."
Shut govt schools allotted to private clubs,TNN,"Updated: Aug 14, 2012, 05:12 IST"," PANAJI: For five decades since liberation, the state made no attempt to take stock of properties on which its schools stand. So, this year, when the directorate of education decided to carry out an inventory of government school properties, the survey revealed the inevitable-the lost years have taken a heavy toll. Eighty-one government primary and middle school buildings, left vacant after the institutions were shut down for various reasons, have stayed vacant, in some cases since the 90s. While 68 are in usable condition, years of weathering have labeled 13 as ""in bad condition"", and two of these, in Sattari, have seen their roofs and side walls collapse. On the other hand, 18 shut down school buildings have been put to use, but in a way that the state earns no revenue. A few are being used by other government departments, but others have been given for the use of private school managements and even private clubs like mahila mandals and, in one case, the Lions Club. A shut government primary school in Vasco is even being used by the management of a temple, and in Macazana in South Goa one building has been handed over to the Alcoholics Anonymous to operate from. ""There is no definite policy in place which can be followed when allotting an unused school building to a government department or private body. So the call was taken by successive governments as they felt was right,"" an education official told TOI. Meanwhile, of the 850-odd government primary schools that are in operation, 154 are running in state buildings located on private land where no attempt has been made to acquire the property. In 14 cases, government schools are still operating from rented premises with nothing done to construct them new buildings. It is only now, based on the inventory, that the education department has asked its officials to inquire with comunidades about 23 schools located on their lands, whether any resolution has been passed concerning the school property ownership. ""The inventory has been carried out to know the extent of property available with government schools. Education officials will now confirm the data provided by our taluka-level officers. Once the number of school buildings lying vacant is established, the state can look at ways to utilize the property,"" sources said. The extent of carelessness has been such that mutation process, school land demarcation process and entering of the school name in Form I and XIV of the village panchayat as the land owner have also not been carried out in the case of over half-a-dozen schools.  State & its edu property Premises of 81 shut down schools vacant, only 68 usable Premises of 18 shut down schools allotted to either government departments, private school managements, private clubs, temple management"
More women from Pune seeking help to tackle alcohol addiction,TNN,"Updated: Aug 11, 2012, 01:41 IST"," PUNE: More women from the city are taking up therapy and sharing of experiences to tackle their alcohol addiction by joining 'Women in Sobriety', the fellowship group of Alcoholic Anonymous (AA). Members have gone up from two to 16 in the eight years since its inception, indicating that more women are seeking help to overcome addiction. On the downside, permanent members said, women who attend the meetings do not stay on. They tend to leave after sharing and therapy, the two processes that they should continue with for life. A regular member of the group, who did not want to be identified, said, ""The number of women coming to our group is increasing, but the rate is slower than that of men in Alcoholic Anonymous (AA). The taboo attached to women drinking prevents them from opening up. Many families send women members addicted to alcohol for our meetings. But once she kicks the habit, the family feels that she should stop attending the meetings. It does not work that way."" The figures are telling. ""Every year, we have two or three women coming for sharing, but they leave. We also have women from a local rehabilitation centre coming to our Sunday meetings every week. Rehab is an intervention for a short period of time. Once these people are out, they have to get back to their routine and simultaneously maintain sobriety. Here, AA meetings come into play, as regular members here equip the newcomers with tools to maintain sobriety and healthy relationships,"" she said. Women attending the group for sharing and therapy should continue with it. ""Alcoholism is a disease. Like a diabetic remains one forever, alcoholism stays in alcoholics forever. The moment they give in to bingeing, they are back to square one. Uncontrollable drinking is perhaps the biggest weakness of an alcoholic, who wants more and more until he/she passes out. Hence, it is imperative to attend AA meetings for life,"" she said. Meeting today  Meanwhile, AA has organized a public awareness meeting in the city at the Ganesh Kala Krida Rangmanch on Saturday. Ashish Deshpande, a medical practitioner and a trustee of AA, who had participated in Aamir Khan's television show, will be the chief speaker."
Over 100 turn up for Alcoholics Anonymous meet,TNN,"Updated: Dec 19, 2011, 03:37 IST","AHMEDABAD: Nisha, 13, believes that it was her deeds like fighting with her brother or not doing homework that drove her father to heavy liquor consumption.  In a meeting of Alcoholics Anonymous (Al-Anon)’s Family Group at St Xavier’s School on Sunday, she asked the experts what she could do to deter him.  Sunita, a member of the group, said many had similar experiences of despair and desperation. “We let them speak and address the problem rather than suppressing it. Alcohol addicts also shared their views,” she said. “A leading psychiatrist from the city interacted with them and discussed ways to address the problems.” The state has more than 300 registered members. "
‘India has to catch up with China on fungi’,TNN,"Feb 28, 2015, 02:00 IST","Panaji: Fungi, a necessry component in making bread, alcohol, antibiotics, anti-cancer drugs and bio-fertilizers, will be the subject of aninternational conference in the state this October.  Over 300 sceintists from the world over will descend to participate in the biennial Asian Mycological Congress to share their views on the importance of fungi, one of the most important groups of organisms on the planet. The conference will be held from October 7 to 10 at the Goa University. The previous two conferences were held in South Korea and China. This is the first time that the meet is being held in India. Scientists will present papers on the advances in mycology and its implications on health, nutrition, pharma and other industries. Professor D Jayarama Bhat, mycologist and a former professor of Goa University, explaining the importance of fungi said India was far behind China, where there are special shops where fungus products are sold. This congress will help create more awareness about fungi and its role in society.” Goa’s geographic location, surrounded by tropical forests of the Western Ghats and the coast, will help create the right atmosphere for scientists. The congress hopes to help academics and industrialists network. It will promote fungal diversity conservation through a special workshop. A special symposium on ‘Culinary and medicinal fungi’ will discuss cultivation of mushrooms and their medicinal and nutritional values. Young academics will also learn how to write scientific papers on the subject and improve their presentation skills. Students can also showcase their research no matter how basic it is and benefit from interactions with renowned scientists. Some of the experts who will participate in the event are Xinzhong Lui, chairman AMC, (China), Pedro Crous (Netherlands), Toru Okuda (Japan), Kevin Hyde (Thailand), Lei Cai (China), Tsutomu Hattori (Japan), John Dighton (USA), Jae Suon Hur (Korea), Naweed Naqvi (Singapore), Ariya Chindamporn (Thailand), Masayuki Machida (Japan), Marc Stradler (Germany), E B Gareth Jones (UK), Vikineswary Sabaratnam (Malaysia), Daiske Honda (Japan) and Lilian Vrijmoed (Hong Kong). Major speakers from India include T S Suryanarayan, D J Bagyaraj, Durgadas Kasbekar, Mukund Deshpande, K R Sridhar, K V Sankaran, Shrikumar Suranarayan and C Manoharachary. The congress is being organised by Goa University under the aegis of the Asian Mycological Association and the Mycological Society of India."
Think before you drink: Satyamev Jayate,TNN,"Feb 28, 2015, 02:00 IST",
"Alcoholism biggest cause of accidents, crime, domestic violence",TNN,"Jul 22, 2011, 08:04 IST","  CHANDIGARH: Social security, women and child development minister, Punjab, Prof Lakshmi Kanta Chawla, minced no words on Thursday in blaming alcoholism as the ""single biggest cause of road accidents, domestic violence and crime.""    Addressing a function organized by a group of Alcoholics Anonymous at local art gallery, Chawla said that alcoholism is ruining younger and older generation alike, disrupting family relations, making the economy suffer.  Dr S T Ramesh, director general of police, Karnatka, emphasized on the need for public awareness campaigns to educate people against alcoholism. He also recalled his efforts in the Karnatka police department in this regard.  Padmashri winner Father Joe Perera said that Alcoholics Anonymous is a worldwide fellowship of men and women who share their experience, strength and hope with each other so that they may solve their common problem and help others recover from alcoholism.  The World Health Organization (WHO), the American and British medical associations have accepted alcoholism as a ""progressive fatal, terminal disease, which can be arrested on one-day-at-a-time basis,"" it was pointed out at the meeting.  "
Youngsters seek help to fight alcohol addiction,TNN,"Updated: Jun 15, 2011, 14:58 IST","  PUNE: More and more young people in the city are waking up to the ill effects of drinking, and are seeking professional help. In the past two years, people in the age group of 25 to 30 have increasingly turned to Alcoholics Anonymous, according to a senior member of the group.    Alcoholics Anonymous (AA) is an international mutual aid movement declaring its ""primary purpose is to stay sober and help other alcoholics achieve sobriety.""  Abstaining from alcohol completely is the only way to beat the addiction, advise recovering alcoholics, as members of the AA call themselves. Their regular weekly meetings, group discussions and the 12-step programme have garnered good response in the city. AA, Pune, which had a humble beginning at Ornella's High School, Quarter Gate, completes 35 years on July 4.  To mark the occasion, a special programme has been organised at the Ornella's, where recovering alcoholics will narrate their stories to provide inspiration to those who want to tackle the habit that has gone out of control.   ""Membership at AA, Pune has grown by almost 25 per cent in the last four years. Today, we have over 16 different groups spread out in the city. Four of these groups came up in the last couple of years alone with increased participation by young individuals in the age group of 25 to 30 years,"" said a member, who has been in abstinence for the last five years.  ""When you are in your early 20s and addicted to alcohol, you haven't yet reached the stage of extremities. Even then, we keep telling our members to attend the meetings. Basically, things begin to change for an addict only when they've hit rock bottom,"" he adds.  Young women, too, are battling alcoholism. ""I joined AA after I realised that I had gone broke emotionally, physically and spiritually. Group therapy has helped me to a large extent for the last three years. Now, I encourage woman alcoholics like me to attend the AA meetings,"" said another member.  The meetings which are held regularly, offer mentoring, counselling and guidance. ""Young individuals, both male and female, often feel addiction to alcohol is easier and manageable as compared to addiction to other harmful substances. But we constantly urge them to attend our meetings,"" said a senior member.  It's the 12-step programme that provides a ray of hope to addicts, said a member. ""The 12-step programme is based on group therapy, which is based on honest communication. There is a need to find spiritual support to fight alcoholism. The alcoholic has to first accept the fact that his/her life has become unmanageable due to alcoholism. Developing faith in a greater power outside of the self that will help the person de-addict is necessary,"" said a member from the mother group, the first AA group in the city.  This member was one of the first to join the mother group. ""We were less than ten members back then. Today, we have 1,600 members across the city. However, more addicts need to join the initiative which will improve their lives,"" he added.  "
"New Year resolutions: Good to make, great to break",TNN,"Updated: Jan 1, 2012, 06:21 IST","MUMBAI: The joke goes that promises are like babies, fun to make but difficult to keep. New Year resolutions top that category.  Take the case of Andheri resident Claus D’souza, who tilts the scale at a robust 90 kg. He prepared a detailed weight loss chart last year, complete with a table of the amount of fat he would have to work off each week from January through December. “Only I lost the list in the first week itself,” he said. This year, he has drafted another chart and is hoping to stick to the regimen.  Actor Ajay Devgn has other ideas. Tongue firmly in cheek, he says he has resolved to “work less and earn more”. “And that still doesn’t include dancing at weddings,” he quipped.  Last night, every New Year party is likely to have had at least one binge drinker who filled himself to bursting in the firm belief that this was the last time he would do so. But typically, New Year resolutions are meant to be broken, and most of them are likely to be back at a bar next New Year’s Eve.  On a sober note, this is the reason Alcoholics Anonymous organizes a night-long vigil on December 31 for members who have stuck to their promise “one day at a time”. They start arriving at the meet-up shortly before midnight, the bewitching hour when temptation peaks, and sit till dawn breaks with family and peers in the company of the only beverages that are kosher—tea/coffee and soft drinks.  Spending less time on the computer is a 21st century aim. Giving up smoking and losing weight are the other favourites, and each year, the number of slimming packages put out by health clinics increases. This season, a nicotine substitute has been painting the town red, saying it can help people who wish to quit the cancer stick.  Some funny resolutions have graduated to T-shirt quotes as well. Finding innovative excuses to keep off work tops the list. Some promises are meant to be broken  Among funny resolutions, avoiding a bath to conserve water almost makes the grade, while throwing your weight around is getting there.  A resolution that stood out was media professional Maniza Irani’s. Dreading entering the daunting thirties with her Facebook status still saying ‘single’, she has made a raft of promises.  “I have prepared a list of small resolutions, all aligned to fulfill one big promise I have made to myself. I have to get married during the calendar year of 2012. So, I have resolved to learn cooking, sewing and housekeeping,” Irani said, wearing a serious expression. Life-altering goals aside, Irani also plans to travel to one station each day to learn about the roads of Mumbai as this will help her find her way around on work.  Those who have gone through the rigmarole in previous years hand out a few helpful pointers.The trick to save oneself the embarrassment of a failed attempt is to rope in family and friends,’’ says Ashish Nair, who swore to cut down smoking two years ago. Tell them to reinforce the good behaviour and check you when you lapse. My boss and colleagues kept reminding me of my new year resolution and along with positive reinforcement at home, it did help me through the initial period of withdrawal.’’  In another handy tip, Ashish says not to raise the bar too high before climbing the first step. You will not be able to cut your quota from three packs to three cigarettes a day, so don’t try. Instead, set yourself a gradual and attainable goal.” "
